,nickname,text,score,like,dislike,time,watch_movie
534,새콤(gim9****),재밌는 재난영화라고 생각하고 보면 재미없을수도 있다. 전염병이 퍼지는 사회를 묘사한 다큐정도라고 생각한뒤 봐야 영화가 주는 메시지를 이해할수 있을것이다.,10,0,0,2013-09-28 22:46:00,0
535,언(kgo5****),산만하다. 참신했지만 흐지부지..,5,0,1,2013-09-28 22:18:00,0
536,케로로(rlad****),"평점 조정, 현실에서도 충분히 일어날 수 있는 상황이다.",10,0,0,2013-09-28 02:21:00,0
537,jebo****,손 잘씻고 다니자! 끝!!,1,1,5,2013-09-27 23:26:00,0
538,라시드(peng****),평점이 낮네... 깔끔하니 좋았다.,10,14,2,2013-09-27 22:57:00,0
539,하늘보리(clam****),"사실 8점정도 주고 싶었으나 평균을 맞춰야겠다 싶어서 10점 넣었다. 이거 보고 재미없다고 할수는 있겠지만 쓰레기라고 평하는 사람들은 그냥 해운대, 타워, 연가시 같은거나 봐라.",10,0,0,2013-09-27 11:27:00,0
540,z206****,뭔가 내용이 흐지부지하게 가다가 끝나네요....,7,1,0,2013-09-26 05:38:00,0
541,실성한로즈(lime****),괜찮게 봤어요. 감독이 전하는 메세지... 내가 처했을 때 겪게 될 참상들..흠흠,9,0,0,2013-09-25 16:22:00,0
542,빰빰빰(janu****),따로 노는 군상들과 무미건조한 장르적 접근,6,1,1,2013-09-24 07:30:00,0
543,love****,"7점정도는 된다고 본다. 신형 질병에 대한 현실적인 인간군상을 입체적으로 잘 표현했다고 본다. 박진감, 엔딩 뭐 그런 건 중요치 않은 영화.",10,0,0,2013-09-23 22:13:00,0
544,에스피오(oiuy****),현실감 넘치는군요 그런데 평점이 낫아요ㅠㅠ,10,0,0,2013-09-22 22:16:00,0
545,ishun(ksj8****),주드로는 뭘 한거지?,10,0,0,2013-09-22 19:05:00,0
546,김태원(lova****),..,10,0,0,2013-09-22 14:00:00,0
547,ka_a****,몰입은되는데 재미는없다,6,1,1,2013-09-22 09:35:00,0
548,게임조아(styl****),최소 8점대 영화는 된다. 6점은 말도 안되서 10점 줌,10,0,0,2013-09-22 07:54:00,0
549,SnM(snm1****),뭐야 이거 나만 존나 재밌게 봤나.... 수동적 대중에게 질병은 공포를 전염시킨다. 리얼리즘+스타일리쉬=사스가 소더버그ㅎㄷㄷ,10,0,1,2013-09-18 14:52:00,0
550,shok****,비록 화려한 볼거리가 있는것도 아니고 감성팔이 영화도 아니지만 러닝타임동안 집중해서 본 영화. 인간들 개개인의 계층에 대해 잘 표현했고 현시대를 의미하는바가 많은 영화!,9,0,0,2013-09-18 13:52:00,0
551,우박(dkwl****),스케일이나 출연진에 비해 화려함보다는 덤덤한(?) 면이 더욱 강한 영화였다.극장에서 기대하고 봤다가 실망한 사람들이 많아서 평점 자체는 병맛된 듯하네. 어쨌거나 재난영화가 아닌 한편의 재난 다큐를 보는 듯했다. 잘 ...,8,0,0,2013-09-18 11:35:00,0
552,하하하(toug****),존나게 재미없다 보지마라,1,2,5,2013-09-14 05:46:00,0
553,chak****,이게 6점 대라니.....,10,0,0,2013-09-13 23:35:00,0
554,onick(axii****),좋음!,10,0,0,2013-09-13 23:34:00,0
555,도마도(no1i****),깔끔한 구성과 쎄한 느낌의 현실적인 공포를 주는 수작. 미지의 바이러스를 다룬 월드워z(이것 역시 수작이지만)와 상당히 비슷한 전개를 가지면서도 정반대의 길을 달린다.,10,0,0,2013-09-13 09:29:00,0
556,coll****,6점짜리영화가 아닌데 OO들이테러를해서10점준다. 힘의균형은 유지되어야한다,10,0,0,2013-09-10 02:29:00,0
557,돌이곰(dndu****),평점왜이래요,10,7,1,2013-09-08 16:49:00,0
558,린희(ajgk****),실제 전염병이 생겨난다면 이와 매우 비슷할 것이라는 생각이 든다.,9,388,23,2013-08-31 02:07:00,0
559,메롱(ha_e****),"메시지가 좋은 건 알겠다. 근데 정말 간신히 다 봤다. 아무리 좋은 백신이면 머하나? 그게 백신인 줄 알아야, 그리고 그 백신이 내 몸 속 깊이 투여되었을 때 공명이라는 면역시스템을 가동시킬 수 있어야, 그것이 진짜...",6,8,5,2013-08-29 00:19:00,0
560,망고개미(skwo****),바이러스 재앙 영화 중 가장 리얼리티를 강조한 영화인듯 하다..때문에 영화적 박진감은 떨어진다. 초호화 캐스팅으로 만들어진 시사다큐? 이 엄청난 배우들을 통해 인간의 본능적인 모습이라던가 심리상태 등을 잘 녹여 약간...,8,0,0,2013-08-22 21:24:00,0
561,우히히(sys9****),평점 개쩔어야 되는거아닌가,10,2,1,2013-08-18 23:41:00,0
562,보라(habr****),6점이라니... 평점이 안타깝다,9,0,0,2013-08-18 19:15:00,0
563,롭 스타크(alem****),화려한 캐스팅..,8,1,0,2013-08-14 13:53:00,0
564,바위취(zldz****),'28주후'와 맞먹는 바이러스 재난영화 최고봉.. 해운대같은 유치한 러브라인같은거 절대 없이 정말 깔끔하게 리얼로만 무장된 재난영화 끝판왕. 이 영화를 보면 이런 상황이 왔을 때 어떻게 대처해야하는지 ...,10,565,20,2013-08-12 16:44:00,0
565,고구마(dal6****),감염재난의 정석이라 할 수 있다. 대단대단~~~,9,2,1,2013-07-25 10:54:00,0
566,참치김밥(bean****),너무 현실적이어서 극적 재미가 떨어지는듯,8,179,36,2013-07-22 20:24:00,0
567,로그아웃(free****),딱히 대단한 반전이 있는것도 아닌 그냥 뻔한내용~,8,1,0,2013-07-21 17:41:00,0
568,신군(sysh****),포스트아포칼립스에 가까운 재난 상황을 차분하게 표현한 영화이지만 너무나도 차분한 나머지 긴 호흡은 관객들로 하여금 지루함을 느끼게 하였다. 8점정도를 주고 싶지만 내가 다소 지루해 헀으므로 1점을 뺀다.,7,0,0,2013-07-19 17:24:00,0
569,행복의나날들(hsoo****),도로 봉쇄로 간단히 막히는 전 지구적 연결이라는 허상속에서 진짜 전염되는 것은 공포. 그러한 현실속에서 '내 눈앞의 한 사람'이라는 실체적 진실.,10,0,0,2013-07-18 05:37:00,0
570,해원태성(mari****),재밌었음,9,0,0,2013-07-14 20:11:00,0
571,ROK(yong****),현실적인 훌륭한 영화. 6점대를 만든 무식한 막눈들에게 비웃음을 보냅니다.,9,2,2,2013-07-13 17:57:00,0
572,토깽이(tpgu****),연속된 절망 중에서 결국은 구원자가 나타난다는 희망을 품고 열심히 최선을 다하는 영화라고도 볼 수 있다.인류가 언젠가는 걸릴 공포의 바이러스라는 메세지도 함께 담겨있어 그 치료과정을 보여주는 영화이기도 하다.개인적으...,9,0,0,2013-07-13 11:51:00,0
573,맥(kdes****),예전에 극장에서 봤을땐 에어컨을 틀어줘서 그런가 분위기도 싸늘해서 재밌게 봤다... 근데 6점은 진짜 너무하다..,10,0,0,2013-07-12 21:06:00,0
574,SMS(ambi****),6점은 너무 심했습니다. 현실을 너무 가감없이 보여줘서 다큐멘터리 같은 느낌이 들기는 하지만 정말 전염병이 돌면 이세상이 어떻게 될것이가에 대해 정말 노골적으로 보여준 영화같습니다. 재난영화의 다른 스타일일 뿐이지 ...,8,0,0,2013-07-06 00:33:00,0
575,보뚜(jjon****),8점. 충분히 잘 만든 영화. 영화가 조금 더 길었더라면 하는 아쉬움을 남긴 영화.,8,0,0,2013-07-06 00:09:00,0
576,dbzh****,그다지...,5,1,1,2013-06-26 16:49:00,0
577,ilMare h(mart****),조금은 색다른 형식으로 익숙한 소재를 풀지만 역시 소더버그의 인장은 강력하다.  세기말적인 신종 바이러스의 공포 를 다양한 군상들에 깊숙히 들어가지 않고서도 능숙히 표현하고 관객에게 까지 점염 시킨다.,8,0,0,2013-06-26 01:18:00,0
578,미스터제로(tale****),"성인이 되었으면 어린이,청소년이랑 그래도 다를바가 있어야 할거 아니냐??? 이런영화 보면 진짜 재미있지 않냐?? 대사 하나하나 장면 하나하나에서 오는 무서운 아우라가 느껴지지 않냐??? 평점봐라...이러니 어른도 애...",10,2,2,2013-06-25 22:11:00,0
579,ㅇㅇㅇㅇㅇ(ghdi****),전체적인 상황이 어떻게 돌아가는질 카메라로 보여주질 않아  폭동을 일으키고 아수라장이 되어가는 모습이 와닿지 않는다 말만 주저리 주저리 떠들다가 끝나는 영화 호화 캐스팅은 뭐하러 했나 평론은 영화에서 뭐가 좋았고 안...,5,0,1,2013-06-23 21:02:00,0
580,눈썹(nebg****),걸작이다. 책으로 치면 고전이 될 수 있을법한,10,2,1,2013-06-23 00:13:00,0
581,ckr3****,대한민국 대중들이여 눈을 높여라 이런 걸작에 이런 평점이 말이 되냐,9,423,19,2013-06-19 12:03:00,0
582,아토스(asud****),생각했던 것보다 훨씬 괜찮았던 영화. 전염병이 퍼져 사회가 무너져가는 모습을 오버하지 않고 담담하게 담아냈으나 잔잔함 속에 묵직함이 숨겨져 있다.,9,654,20,2013-06-19 00:55:00,0
583,neem****,대중들이 침착하고 똑똑해지는방법은 정녕 없는걸까,10,407,24,2013-06-17 23:12:00,0
584,열해(kido****),그냥 아마추어로써 지루하긴 하지만 정부의 정치적 개입에 초점을 맞춘 새로운 접근이 좋았따,8,0,0,2013-06-17 17:15:00,0
585,옌츠(ehdg****),난 영화를 분석하고 깨알 같은 감독 의도 찾는 거 거의 못한다. 그리고 그런 걸 유도 하려는 영화는 딱 질색이다. 이 영화는 개인적으로 충분히 재미있게 봤다. 개인적으로 추천해주고 싶은 영화다.,10,1,1,2013-06-16 19:09:00,0
586,소시민(hell****),한편의 다큐를 보는것같은 꽤 사실적인 묘사와 스토리 전개는 조금의 지루함도 없이 잘 짜여져 있다.,7,1,1,2013-06-11 22:49:00,0
587,Lotus Forge(lotu****),출연료가 아깝다.,1,0,6,2013-06-11 14:32:00,0
588,TYUILO(coco****),장르가 미스터리 스릴러가 아닌 그냥 다큐 느낌. 담담하고 현실적으로 풀어냈는데 그걸로 끝. 재미도 감동도 없고 지루함,6,0,1,2013-06-11 14:26:00,0
589,신준형(arti****),비교적 담담하고 사실적 묘사. 중국인 주방장 손 안씻어서 시작된 재앙.,8,1,1,2013-06-01 01:48:00,0
590,페이튼(a512****),이게 왜 평점 6점대인가;; 바이러스 전염시 일어날 수 있는 참상을 현실적으로 드러낸 작품인데..,10,1417,62,2013-05-26 15:52:00,0
591,배태랑(wana****),"21세기 흑사병의 태풍 속에서.. 어떤 이는 도적이 되고, 어떤 이는 희생을 하고, 어떤 이는 큰 돈을 번다. 정보와 인맥이 넘치는 최첨단 문명사회가, 바이러스 앞에서 도미노처럼 무너지는구나! 평점 6점대라! 신파가...",9,745,21,2013-05-14 18:30:00,0
592,nach****,꽤 괜찮은 영화였는데 평점이 너무 낮은건아닌지...좀 이해가 안되는부분이나 뭘말하고싶은건지 모르는부분이 있긴해서 엄청 좋은점수는못주겠다,8,20,7,2013-05-13 17:35:00,0
593,ih31****,연가시보다 평점이 낮음?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ세상에,10,845,35,2013-05-13 00:32:00,0
594,푸른불(adiv****),현실적으로 잘 표현한 재난 영화이다...   그리고 과정도 볼만했다.,7,0,0,2013-05-12 16:43:00,0
595,sy_l****,"기존 재난영화와는 다른 표현 방식으로 현실감있고, 각기 다른 상황에 처한 인물들을 통해 다양한 인간의 심리를 볼 수 있었다. 그리고 마지막에 전염병의 원인..이렇게도 보여줄 수 있구나 싶었음 좀 오바일진 모르겠는데 ...",10,0,0,2013-05-08 23:03:00,0
596,sinc****,제니퍼 엘 짱짱,10,0,0,2013-05-08 13:21:00,0
597,데이(alta****),이런 배우들을 한 영화에서 보기가 어디 쉬운가.,10,0,0,2013-05-02 16:13:00,0
598,jiki****,꽤 현실적이고 공포심을 느끼게 해준다. 취향에 따라 다른거지만 의외로 몰입해서 봤다. 너무 지루하다 라는식의 평을 싸지르는 사람들은 액션영화만 너무 봐서 머리에 든것이 그것밖에 없나보다.,10,3,2,2013-04-30 12:37:00,0
599,단호박(floo****),그렇게 재미없진 않은데... 배우들 보는 재미만 해도 평타는 치는 듯.,8,0,0,2013-04-25 00:18:00,0
600,team****,7.5 현실감있는 재난영화. 과장되지 않고 담백하다.,7,0,0,2013-04-22 01:32:00,0
601,마빈게이(swes****),영화적인 재미보다는 픽션영화라고 해야하나...아예 다큐로 나오지..,7,0,0,2013-04-21 00:17:00,0
602,용돌금(nice****),명배우들의 잔잔한 앙상블,7,0,0,2013-03-21 14:25:00,0
603,얌채(chae****),인물이 너무많은거 같다,7,0,0,2013-03-18 11:58:00,0
604,free****,"후반부로갈수록 흥미가 떨어지고, 몬가 부족해",6,0,0,2013-03-15 16:13:00,0
605,유나짱(marc****),심각하게 보았다.,8,0,0,2013-03-03 15:14:00,0
606,tori****,연출력 쥑이네.,8,0,0,2013-02-27 02:58:00,0
607,marx****,손을 씻으라기보다 우리의 마음을 씻으라는 듯,8,0,0,2013-02-24 01:21:00,0
608,정화의남자(yjh8****),어느덧 맷 데이먼은 연기력도 탑 클래스가 되가는데...,10,81,10,2013-02-21 21:56:00,0
609,kt17****,"과학적으로도 근거가 있는 영화. 그리고 전세계적인 전염병의 상황에서 살아남는 사람들의 행동, 심리를 잘 표현한 영화인 것 같다.",10,0,0,2013-02-16 10:19:00,0
610,페가수스(v149****),전세계적으로 뻗어나가는 전염의 경로와 그 후폭풍이 매우 그럴싸함. 가장 위급할 때 인간의 본성이 나오는 부분도 공감됨. 어떤 인간은 헌신하며 어떤 인간은 등쳐먹는다.,10,0,0,2013-02-11 23:37:00,0
611,LovelySinny(gray****),Good !!!,8,0,0,2013-02-09 14:06:00,0
612,mh51****,진짜 재미 없다 보지마라 돌리고 돌리다 도저히 못보고 포기,1,0,5,2013-02-05 01:07:00,0
613,마사키(moth****),감독이름빨인가 저중에 한명만 주연으로써도 소원없을감독이 넘쳐날텐데 조연도아니고 단역..게다가 둘은죽는 배역을 맡을정도로 그정도로 대단한영화임? 내만 못느끼는거?,6,0,2,2013-02-03 15:48:00,0
614,하늘(fove****),"바이러스의 확산 속에 사람들의 사회적인 심리,행동을 현실적으로, 사실성 있게 과장된 표현 없는 그대로를 보여준다. 때론 과장된 표현도 좋지만 이런 현실적인 영화도 영화나름 매력이 있다.",7,0,0,2013-01-29 21:51:00,0
615,크롱(hoon****),화려한 캐스팅에 비하여 흥미는 떨어진다. 재난 영화로 발전할줄 알았었는데생물학적 접근에 너무 치중했다. 캐주얼티는 빈약하고 너무 이론적인 묘사가 마이너스요소. 여주가 참 매력적이다 했더니..그녀였구만.ㅋㅋ 마지막 이...,6,0,1,2013-01-27 20:28:00,0
616,hjh8****,바이러스보다 복잡하고 무섭게 퍼지는게 이기심이듯이 결국 사진한장에 그리움에 사무치는것도 사람에 죽고사는게 사람인가보다,9,0,0,2013-01-22 05:18:00,0
617,epikton(lthd****),10점짜리 영화는 아니지만 6점은 너무 낮다. 낮게 읊조리는 감독의 메시지에 귀를 기울이면 충분히 좋은 영화라고 생각한다. 현실성이 짙어 더욱 괜찮았던 영화.,10,0,0,2013-01-19 22:05:00,0
618,플레초(flec****),바이러스의 전염 상황과 사람들의 대처하는 모습을 보여주며 현대사회의 문제를 예리하게 꼬집는 영화.,10,0,0,2013-01-16 11:45:00,0
619,나락(usp7****),화려한 캐스팅에 일단 보긴 봤는데 배우들의 연기는 평이했고 사실적인 부분을 담아낸건 좋았지만 조금더 극적으로 몰고갔어야 몰입도가 더 있었을거 같다,6,1,1,2013-01-16 05:07:00,0
620,uds0****,"불안과 공포, 혼란.. 그속에 담긴 무거운 메세지",8,0,0,2013-01-14 19:13:00,0
621,소Hee(afte****),"가장 사실적이면서 현실적인 재난영화. 앞으로 닥쳐올 우리의 먼 미래일수도 있으면서, 얼마 남지 않은 내일의 모습일지도 모른다. 연출력도 시나리오도 모두 좋다.",8,0,0,2013-01-14 16:42:00,0
622,잉어킹(puto****),우리나라 배급사의 홍보방식의 문제때문에 평점이 참 대중들은 긴박한 재난영화를 바란것같은데 꼭 그런것만이 재밌다고 생각하는 편협한 시선이 참 안타깝네요 재난이 일어났을때 무슨일이 일어날지에 대해 사실적이고 공감되는 부...,10,0,0,2013-01-09 03:43:00,0
623,레바논(iod2****),재난에 대한 사실적인 모습이 놀랍다,9,0,0,2013-01-09 03:36:00,0
624,후드걸(hood****),영화 자체는 괜찮은데... 뭐하러 저런 화려한 캐스팅을 했는지 모르겠다. 자선출연이라도 한거 아니면 엄청나게 돈낭비한듯.,7,0,0,2013-01-09 00:40:00,0
625,벨(deli****),재난 영화를 가장한 뛰어난 드라마! 애초에 스릴러를 기대한다면 실망하겠죠?,8,0,0,2013-01-07 13:01:00,0
626,인생초절정(coll****),재미없음.. 시간아까움,7,1,1,2013-01-06 21:58:00,0
